Person ,age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
37485,13,Never,Asexual,Atheist,2,7,3,6,2,2,6,1,2,2,2
37486,18,Never,Bi,Protestant,5,3,6,4,5,6,3,2,3,3,2
37487,24,Never,Hetero,Atheist,7,5,7,7,7,7,5,3,3,4,4
37488,50,Never,New Types,Jewish,5,3,5,2,6,3,2,1,3,2,4
37489,16,Never,Bi,Atheist,2,2,7,4,7,3,3,4,3,3,4
37490,29,Never,Hetero,Muslim,6,4,5,4,6,4,4,2,1,2,2
37491,17,Previously,Hetero,Muslim,5,4,6,5,5,5,3,4,4,3,4
37492,21,Never,New Types,Christian,2,2,3,6,3,5,3,2,4,4,4
37493,22,Never,Hetero,Muslim,1,1,6,7,5,7,1,2,2,4,4
37494,46,Married,Hetero,Atheist,3,7,5,5,3,3,2,2,2,3,1
37495,19,Never,Bi,Muslim,6,6,2,5,5,4,5,1,1,1,1
37496,23,Never,New Types,Muslim,4,6,7,7,7,7,1,4,4,4,4
37497,16,Never,Bi,Christian Other,1,6,6,7,5,5,3,2,1,2,2
37498,15,Never,Hetero,Mormon,7,6,5,3,7,4,5,3,1,3,2
37499,18,Never,Bi,Atheist,4,6,5,6,6,5,5,2,1,3,2
37500,18,Never,New Types,Muslim,5,6,5,6,7,3,5,3,2,2,2
37501,18,Never,Hetero,Muslim,3,7,7,7,7,1,1,4,2,3,4
37502,32,Never,Hetero,Muslim,5,6,6,7,7,5,4,2,3,3,3
37503,19,Never,Hetero,Muslim,5,7,2,1,5,1,4,1,1,2,1
37504,19,Never,New Types,Muslim,2,4,5,6,7,5,6,3,2,3,2
37505,20,Never,Hetero,Christian Other,4,5,5,6,6,7,4,2,1,2,3
37506,19,Never,Hetero,Muslim,6,4,6,4,6,6,3,3,1,3,2
37507,28,Never,Hetero,Agnostic,2,6,4,7,6,4,5,2,2,2,3
37508,31,Never,Hetero,Muslim,2,5,5,6,6,2,4,3,4,4,4
37509,28,Married,Hetero,Muslim,2,4,6,7,6,5,1,2,1,1,4
37510,29,Never,New Types,Muslim,5,6,5,7,5,5,6,2,2,2,3
37511,15,Never,Hetero,Christian Other,6,6,7,3,6,3,3,4,2,2,4
37512,18,Never,Hetero,Christian Other,5,6,6,6,7,6,3,2,2,2,3
37513,20,Never,Hetero,Muslim,5,6,6,2,7,5,1,4,2,2,4
37514,17,Never,Hetero,Atheist,3,6,3,7,5,3,7,1,3,3,3
37515,17,Never,Bi,Christian,6,7,5,2,7,4,5,1,1,2,2
37516,17,Never,Hetero,Christian Other,1,2,2,5,4,5,6,1,1,1,1
37517,17,Never,Homo,Atheist,5,5,5,5,6,3,4,4,4,4,3
37518,14,Never,Hetero,Atheist,5,4,5,3,6,4,4,3,1,2,2
37519,22,Never,Hetero,Other,5,6,5,5,4,3,4,3,1,3,2
37520,15,Never,Hetero,Atheist,3,6,7,6,6,5,4,3,1,2,1
37521,46,Previously,Hetero,Agnostic,2,6,1,6,5,2,5,1,4,1,3
37522,16,Never,Hetero,Christian Other,1,3,1,7,6,7,7,1,3,2,3
37523,15,Never,Bi,Other,2,7,2,7,7,4,7,2,1,2,1
37524,18,Married,Hetero,Muslim,4,4,6,5,6,4,2,4,2,2,4
37525,25,Never,Hetero,Muslim,4,3,7,7,4,5,1,4,4,4,4
37526,18,Never,Hetero,Atheist,3,5,3,1,6,6,5,2,1,1,2
37527,17,Never,Bi,Agnostic,2,4,7,6,7,2,2,4,2,4,2
37528,26,Never,Bi,Other,1,7,6,7,5,3,5,2,1,3,4
37529,22,Never,Hetero,Muslim,7,7,7,7,6,1,4,4,3,4,4
37530,16,Never,Hetero,Christian,3,1,6,6,5,5,2,3,2,3,4
37531,16,Never,Homo,Agnostic,4,5,7,7,6,7,3,4,3,3,3
37532,17,Never,Hetero,Agnostic,1,6,7,7,6,7,1,4,4,4,4
37533,14,Never,Hetero,Christian,5,3,5,3,7,5,5,4,2,3,2
37534,19,Never,Bi,Atheist,7,5,6,7,5,3,5,2,2,3,2
37535,22,Married,New Types,Muslim,7,7,7,4,6,1,2,4,4,4,4
37536,19,Never,Hetero,Muslim,7,7,6,1,5,4,5,1,1,1,2
37537,27,Never,Hetero,Other,1,7,5,7,3,7,3,4,3,4,4
37538,13,Never,New Types,Christian,1,5,7,7,4,6,1,4,4,4,4
37539,22,Never,Hetero,Agnostic,2,5,7,6,4,5,2,3,2,4,3
37540,18,Never,Hetero,Agnostic,1,2,7,6,5,5,3,1,2,2,3
37541,20,Never,Homo,Atheist,2,5,5,3,7,4,1,4,3,3,4
37542,16,Never,Hetero,Agnostic,6,6,1,6,7,3,7,2,1,1,1
37543,18,Never,Hetero,Atheist,2,6,6,5,5,7,4,2,2,3,3
37544,31,Never,Bi,Muslim,5,7,7,5,5,5,3,3,3,2,3
37545,19,Never,Hetero,Muslim,5,4,6,4,5,6,3,4,2,3,3
37546,17,Never,Hetero,Atheist,2,3,5,7,5,7,1,1,2,1,4
37547,33,Married,New Types,Muslim,3,5,5,6,5,3,5,2,2,2,2
37548,28,Married,Hetero,Muslim,5,3,6,7,3,1,2,2,2,2,4
37549,20,Never,Hetero,Christian,5,6,5,3,6,2,4,3,2,4,2
37550,22,Never,Hetero,Muslim,4,6,5,4,5,2,6,2,2,1,2
37551,16,Never,Hetero,Christian Other,1,1,7,7,7,1,5,4,4,4,4
37552,35,Married,Hetero,Muslim,1,7,7,7,5,6,2,3,3,3,4
37553,21,Never,Hetero,Other,4,5,2,5,4,6,6,1,2,1,2
37554,22,Never,Homo,Christian,3,5,6,5,3,4,4,2,2,1,2
37555,25,Never,Hetero,Hindu,5,7,7,2,7,1,1,4,4,4,4
37556,38,Married,Bi,Atheist,6,5,4,2,7,3,5,1,2,4,2
37557,25,Never,Hetero,Muslim,2,3,7,3,4,3,2,3,2,3,4
37558,27,Never,Hetero,Christian,1,5,4,4,4,5,3,3,2,2,4
37559,25,Married,Asexual,Muslim,3,5,5,3,6,5,6,1,1,1,1
37560,19,Never,Asexual,Muslim,1,4,7,7,7,5,1,4,4,4,4
37561,19,Never,Bi,Muslim,5,5,6,7,6,4,6,4,4,2,4
37562,18,Never,Hetero,Muslim,5,5,6,6,3,5,3,1,2,2,2
37563,26,Married,Hetero,Muslim,4,4,5,3,5,5,3,3,3,2,4
37564,26,Previously,Homo,Muslim,2,3,6,4,7,7,5,2,2,3,3
37565,55,Never,Bi,Christian,6,5,2,7,4,5,3,2,2,4,3
37566,19,Never,Hetero,Muslim,6,6,5,4,7,7,6,2,1,1,1
37567,20,Never,New Types,Muslim,4,4,7,7,4,3,3,4,3,4,3
37568,18,Never,Hetero,Muslim,3,5,4,6,4,5,4,3,2,3,3
37569,15,Never,Bi,Atheist,4,4,6,7,3,5,5,4,3,4,4
37570,23,Never,Hetero,Muslim,6,4,7,7,7,6,1,4,2,4,2
37571,18,Never,Hetero,Muslim,2,5,6,5,4,3,3,4,2,2,4
37572,25,Never,Hetero,Muslim,3,7,7,7,4,5,1,4,4,2,4
37573,22,Never,Hetero,Muslim,1,5,7,7,6,5,3,3,2,2,3
37574,52,Never,Hetero,Agnostic,7,6,1,2,7,2,7,1,1,1,1
37575,40,Married,Hetero,Buddhist,6,6,6,4,6,3,5,2,3,3,1
37576,19,Never,Bi,Muslim,5,7,7,5,5,3,4,4,3,3,3
37577,19,Never,Hetero,Muslim,2,4,1,6,4,7,3,3,2,4,4
37578,25,Never,Hetero,Muslim,7,7,7,1,7,7,1,4,4,3,4
37579,26,Never,Bi,Muslim,4,5,4,4,5,7,4,2,4,4,4
37580,38,Married,Bi,Hindu,5,7,5,6,7,1,5,3,2,3,2
37581,35,Previously,Hetero,Muslim,3,6,7,2,6,3,1,4,2,4,4
37582,29,Married,New Types,Muslim,5,5,2,6,6,3,5,2,1,1,2
37583,25,Previously,Hetero,Muslim,6,5,5,6,5,4,4,2,3,2,4
37584,33,Never,Hetero,Protestant,2,6,6,6,6,6,5,1,2,3,3
37585,25,Never,Hetero,Atheist,5,3,6,6,7,2,5,2,3,4,3
37586,24,Never,New Types,Muslim,4,6,7,7,6,3,3,4,4,2,4
37587,18,Never,Hetero,Muslim,7,3,2,1,5,3,5,1,1,2,1
37588,18,Never,Hetero,Muslim,4,3,7,3,3,6,1,4,2,3,3
37589,13,Never,Hetero,Atheist,1,6,7,7,6,4,1,4,4,4,4
37590,16,Never,Hetero,Atheist,1,3,6,6,5,6,7,1,1,2,2
37591,20,Never,Hetero,Agnostic,5,5,7,1,7,5,5,1,2,2,2
37592,17,Never,Bi,Atheist,6,5,6,3,5,3,2,2,2,4,4
37593,28,Married,New Types,Muslim,1,7,6,7,7,3,2,4,1,4,4
37594,15,Never,New Types,Christian,1,1,7,7,4,7,1,3,3,2,4
37595,16,Never,New Types,Agnostic,5,2,7,7,7,6,1,3,3,4,4
37596,22,Never,New Types,Muslim,1,7,7,7,7,1,1,3,4,4,4
37597,22,Never,New Types,Muslim,5,4,6,4,4,1,4,3,2,2,3
37598,16,Never,Hetero,Christian Other,5,5,6,6,7,7,4,2,2,2,4
37599,19,Never,Hetero,Muslim,4,6,5,2,5,2,3,1,4,1,4
37600,18,Never,Bi,Agnostic,2,5,6,6,5,5,2,3,2,2,2
37601,18,Never,Hetero,Atheist,2,6,5,5,6,7,3,2,2,2,3
37602,18,Never,Hetero,Atheist,6,5,5,3,7,5,2,2,3,2,4
37603,15,Never,Bi,Agnostic,4,2,6,4,6,7,2,2,2,3,3
37604,16,Never,Bi,Atheist,2,5,3,6,6,5,6,2,2,1,2
37605,17,Never,Hetero,Agnostic,2,6,2,7,7,6,6,1,1,1,1
37606,25,Never,Bi,Atheist,1,2,6,6,5,7,1,3,2,2,3
37607,16,Never,Hetero,Agnostic,5,7,4,4,5,3,7,1,2,2,2
37608,29,Never,Hetero,Muslim,5,7,6,5,6,4,5,2,2,2,3
37609,19,Never,Hetero,Muslim,3,6,6,5,7,6,5,2,3,2,3
37610,15,Never,Asexual,Other,4,5,6,7,7,4,3,4,2,1,2
37611,23,Never,New Types,Muslim,1,6,1,5,6,1,7,1,1,1,1
37612,19,Never,New Types,Muslim,3,6,6,6,6,6,5,3,3,2,3
37613,34,Married,Hetero,Muslim,5,7,5,6,6,1,5,2,1,2,3
37614,22,Never,Hetero,Muslim,6,7,5,5,6,2,7,2,1,1,1
37615,22,Never,Hetero,Christian,3,5,2,5,5,5,5,1,1,1,2
37616,17,Never,New Types,Christian Other,2,5,7,7,4,4,1,3,4,3,4
37617,22,Never,Hetero,Muslim,3,3,7,5,6,5,2,3,3,3,3
37618,18,Never,Hetero,Muslim,5,5,7,6,5,6,4,3,3,4,4
37619,22,Never,Hetero,Muslim,4,3,7,3,5,5,1,4,2,3,4
37620,19,Never,New Types,Muslim,7,6,6,1,7,5,2,3,3,3,4
37621,20,Never,Bi,Other,3,4,7,6,5,7,1,3,3,2,4
37622,17,Never,Homo,Muslim,3,4,7,7,7,7,1,4,4,2,4
37623,19,Never,New Types,Muslim,4,3,7,5,7,6,1,4,4,3,4
37624,17,Never,Bi,Agnostic,7,1,6,1,4,6,1,4,2,3,2
37625,23,Never,Homo,Muslim,5,7,2,7,7,2,7,3,4,3,4
37626,22,Never,Hetero,Muslim,2,2,5,5,4,7,3,4,2,3,3
37627,18,Never,New Types,Muslim,3,4,6,5,4,5,4,3,2,3,4
37628,21,Never,Hetero,Muslim,4,3,6,6,4,7,4,4,3,2,2
37629,19,Never,Hetero,Christian,3,5,6,3,5,7,2,2,2,3,2
37630,19,Never,Hetero,Atheist,3,5,5,7,4,5,6,2,1,1,2
37631,17,Never,Hetero,Atheist,7,6,4,1,7,2,7,2,1,1,1
37632,55,Previously,New Types,Sikh,5,5,7,4,5,4,2,3,4,4,3
37633,19,Never,Hetero,Atheist,2,4,7,6,5,5,2,4,4,4,4
37634,25,Never,Hetero,Muslim,1,5,5,6,5,5,4,4,2,2,4
37635,20,Never,New Types,Agnostic,1,3,7,5,3,6,2,3,2,2,4
37636,26,Never,Hetero,Christian,1,1,6,6,7,6,2,2,2,2,3
37637,20,Never,Hetero,Muslim,3,5,5,4,5,6,3,3,3,4,4
37638,16,Never,Hetero,Atheist,3,3,5,7,4,6,3,3,2,2,2
37639,25,Never,New Types,Hindu,1,1,7,6,6,7,4,4,2,2,4
37640,33,Previously,Hetero,Hindu,6,3,2,3,6,2,6,1,2,2,2
37641,28,Never,Homo,Agnostic,3,3,3,5,6,6,6,1,1,2,2
37642,23,Never,Hetero,Muslim,3,6,6,4,6,6,2,4,2,2,3
37643,25,Never,Hetero,Muslim,4,5,6,4,6,4,2,3,3,3,4
37644,32,Married,Hetero,Muslim,5,6,7,3,5,6,4,2,2,2,1
37645,15,Never,Hetero,Atheist,1,2,6,4,5,4,3,2,1,2,2
37646,16,Never,New Types,Atheist,7,7,5,3,2,1,3,2,1,3,2
37647,29,Never,Hetero,Muslim,3,6,7,7,6,7,2,3,4,3,4
37648,19,Never,Bi,Muslim,5,6,5,3,4,5,2,1,1,1,2
37649,23,Never,Hetero,Atheist,7,1,5,4,1,6,1,4,4,4,4
37650,21,Never,Hetero,Muslim,7,3,7,7,5,5,1,4,4,4,4
37651,19,Never,Hetero,Muslim,6,6,2,4,6,3,3,2,3,2,3
37652,18,Never,Hetero,Muslim,5,6,4,5,6,2,6,1,1,2,1
37653,24,Never,Asexual,Muslim,6,5,5,2,6,6,4,1,1,1,2
37654,20,Never,Asexual,Muslim,4,4,6,4,7,6,1,4,4,4,4
37655,22,Never,New Types,Muslim,1,7,7,1,7,5,7,1,1,1,1
37656,22,Never,Hetero,Muslim,4,2,7,6,6,5,2,4,4,2,4
37657,35,Married,Hetero,Other,1,6,7,7,5,7,1,2,4,4,4
37658,20,Never,Asexual,Muslim,5,6,7,6,3,7,2,4,2,2,3
37659,23,Never,Hetero,Muslim,4,7,7,5,6,1,3,4,4,2,4
37660,14,Never,Hetero,Muslim,7,6,6,2,1,4,3,3,2,3,4
37661,18,Never,Hetero,Muslim,6,6,3,5,7,5,1,2,1,1,3
37662,19,Never,New Types,Muslim,2,5,7,4,6,2,2,4,4,4,4
37663,22,Never,Hetero,Muslim,3,6,6,7,6,4,1,3,2,3,4
37664,25,Never,Hetero,Muslim,5,3,1,1,4,3,4,1,1,1,1
37665,16,Never,Bi,Atheist,1,7,6,5,7,7,5,3,2,1,2
37666,33,Never,Bi,Christian Other,1,2,7,7,6,5,1,4,4,4,4
37667,19,Never,Asexual,Muslim,3,5,6,7,6,4,4,2,1,2,3
37668,31,Never,Bi,Agnostic,2,5,7,2,6,4,5,1,1,3,2
37669,30,Married,Hetero,Muslim,5,6,7,3,7,5,3,1,2,3,2
37670,19,Never,Hetero,Muslim,4,1,5,1,7,5,6,2,1,2,2
37671,26,Never,New Types,Muslim,7,6,6,6,6,6,3,2,2,2,2
37672,55,Previously,Hetero,Protestant,3,3,3,6,2,6,4,4,3,2,4
37673,23,Never,Hetero,Muslim,5,5,5,4,5,3,5,3,2,2,2
37674,20,Never,Asexual,Muslim,3,4,7,3,5,6,2,3,2,3,4
37675,22,Never,Hetero,Muslim,3,6,5,7,6,5,3,2,1,2,2
37676,28,Married,Hetero,Muslim,5,6,6,5,5,3,3,2,3,2,4
37677,19,Never,Hetero,Muslim,4,3,6,3,5,5,3,2,3,2,3
37678,26,Never,Hetero,Muslim,1,4,7,7,6,7,1,4,4,3,4
37679,33,Never,Hetero,Mormon,5,3,6,7,5,6,2,1,2,4,2
37680,14,Never,Bi,Atheist,1,3,1,1,5,1,1,4,4,3,4
37681,30,Never,New Types,Muslim,6,2,6,7,3,6,2,3,4,4,4
37682,24,Never,New Types,Muslim,5,6,1,7,6,2,5,2,1,1,3
37683,18,Never,Hetero,Muslim,3,4,7,4,7,6,4,4,3,3,3
37684,26,Never,Hetero,Muslim,7,5,2,3,7,4,5,2,1,2,2
37685,17,Never,Homo,Atheist,2,5,4,6,5,5,6,2,2,2,2
37686,18,Never,Hetero,Other,3,7,5,7,5,1,3,3,2,2,3
37687,17,Never,New Types,Atheist,2,4,4,6,4,5,3,2,3,2,3
37688,24,Married,Hetero,Mormon,6,3,1,2,6,3,7,1,1,1,1
37689,21,Never,New Types,Muslim,2,6,7,7,5,2,6,4,2,1,3
37690,16,Never,Hetero,Christian,1,7,6,7,5,1,1,3,4,4,4
37691,22,Never,Hetero,Christian Other,5,7,5,5,5,1,3,1,1,3,2
37692,30,Married,Bi,Muslim,5,5,5,3,3,6,3,2,2,2,2
37693,24,Never,Hetero,Muslim,4,6,7,7,7,7,4,4,3,3,4
37694,15,Never,Bi,Atheist,1,5,6,4,3,5,2,2,3,3,3
37695,16,Never,Bi,Atheist,2,1,3,7,1,6,1,4,3,2,4
37696,20,Never,Homo,Muslim,2,4,6,7,6,6,2,3,4,2,3
37697,16,Never,Hetero,Atheist,6,5,7,5,5,7,2,3,2,3,4
37698,19,Never,Hetero,Muslim,6,6,1,4,6,3,6,1,1,1,1
37699,25,Never,Hetero,Christian,2,6,6,6,6,2,2,2,3,2,3
37700,24,Never,Hetero,Muslim,5,5,7,3,7,5,2,3,4,3,4
37701,15,Never,New Types,Atheist,1,2,7,6,1,5,1,3,3,4,4
37702,26,Never,Hetero,Muslim,7,7,6,1,7,4,3,4,4,4,4
37703,19,Never,Hetero,Muslim,3,5,5,4,5,6,4,2,2,2,3
37704,25,Never,Hetero,Muslim,6,7,5,6,6,2,2,3,3,4,3
37705,19,Never,Homo,Agnostic,3,5,7,7,7,2,6,4,2,2,4
37706,57,Previously,Hetero,Muslim,5,6,7,1,7,1,4,2,1,3,1
37707,30,Never,Homo,Muslim,4,5,7,7,7,7,7,2,4,3,3
37708,22,Never,Homo,Muslim,2,2,5,5,5,1,2,2,2,2,2
37709,29,Never,Hetero,Agnostic,5,5,5,2,6,4,3,1,4,4,2
37710,29,Never,New Types,Agnostic,5,6,6,4,5,1,2,3,3,2,4
37711,14,Never,New Types,Christian,1,5,7,3,2,1,1,4,4,4,4
37712,25,Never,Hetero,Muslim,5,5,5,2,4,3,6,3,1,1,1
37713,20,Never,Hetero,Atheist,5,3,5,7,5,5,3,2,3,2,3
37714,17,Never,Bi,Christian,4,4,7,7,4,7,1,4,4,4,4
37715,27,Never,Hetero,Muslim,1,2,6,1,2,3,1,2,2,4,2
37716,19,Never,Hetero,Muslim,4,1,7,4,3,7,1,4,4,4,4
37717,46,Married,Hetero,Muslim,7,7,5,1,6,1,5,2,2,1,2
37718,18,Never,Bi,Atheist,3,1,7,7,5,7,3,4,4,4,2
37719,17,Never,Bi,Christian Other,5,6,7,7,7,3,1,3,2,2,3
37720,20,Never,New Types,Muslim,5,5,5,5,5,5,3,2,2,2,2
37721,15,Never,Homo,Atheist,5,6,6,5,6,3,2,3,2,3,4
37722,18,Married,Hetero,Muslim,4,3,5,6,4,6,4,3,3,2,3
37723,20,Never,Hetero,Muslim,5,3,7,4,3,4,3,3,2,3,2
37724,22,Never,Homo,Muslim,2,5,5,6,6,5,3,1,1,2,2
37725,16,Never,Bi,Other,2,1,7,7,7,7,2,4,2,3,4
37726,24,Never,Homo,Christian,5,2,3,5,6,6,6,1,1,2,2
37727,19,Second,Hetero,Muslim,6,5,4,5,5,5,6,2,1,2,2
37728,27,Never,Hetero,Muslim,3,7,7,7,5,5,3,2,2,3,3
37729,28,Never,New Types,Muslim,3,3,6,6,6,6,1,1,2,2,3
37730,19,Never,Hetero,Muslim,5,5,5,5,6,3,6,2,1,1,2
37731,25,Never,Homo,Muslim,2,4,6,7,5,5,4,3,2,2,2
37732,19,Second,New Types,Muslim,4,6,7,3,5,4,3,4,3,2,4
37733,22,Never,Hetero,Christian,6,5,6,7,7,5,2,3,4,4,4
37734,32,Married,Hetero,Muslim,1,5,7,6,7,1,5,2,1,2,2
37735,32,Never,Hetero,Muslim,4,6,5,5,7,6,4,2,2,2,2
37736,22,Never,Hetero,Muslim,5,1,7,7,6,5,6,3,2,3,3
37737,25,Never,Bi,Muslim,4,3,7,7,3,6,2,3,3,3,2
37738,21,Never,New Types,Muslim,6,6,7,7,7,7,3,3,2,2,4
37739,21,Never,New Types,Christian Other,3,5,4,7,7,5,3,2,2,2,2
37740,32,Married,Hetero,Muslim,6,6,1,6,7,6,2,3,3,2,2
37741,28,Married,New Types,Muslim,6,5,7,6,6,6,2,3,3,2,3
37742,52,Married,Hetero,Christian,1,4,7,7,7,7,1,4,4,1,4
37743,23,Never,Homo,Christian Other,5,3,6,5,6,5,2,2,2,2,3
37744,22,Never,New Types,Muslim,5,6,6,1,5,2,2,4,4,2,4
37745,25,Married,New Types,Muslim,1,1,7,1,1,7,1,4,4,4,4
37746,23,Never,Hetero,Muslim,1,5,7,7,2,3,4,4,2,2,3
37747,23,Never,Hetero,Muslim,5,6,5,5,5,3,4,3,3,3,3
37748,22,Never,Hetero,Muslim,4,5,5,7,5,5,5,4,2,1,2
37749,21,Never,New Types,Muslim,3,6,6,5,6,5,3,4,3,3,4
37750,20,Never,Hetero,Muslim,4,5,7,5,5,4,3,3,2,2,2
37751,23,Never,Hetero,Muslim,3,6,5,7,6,2,5,3,2,4,3
37752,22,Never,New Types,Muslim,4,3,6,5,5,5,3,3,2,1,3
37753,23,Never,Hetero,Muslim,7,6,5,4,7,7,5,2,1,2,2
37754,20,Never,Hetero,Muslim,4,4,6,5,6,4,3,3,3,3,2
37755,22,Never,Hetero,Muslim,1,3,7,7,6,6,1,4,4,4,4
37756,16,Never,New Types,Christian,2,2,5,6,6,5,3,2,2,1,2
37757,23,Never,Asexual,Other,3,5,2,6,5,2,6,1,2,1,2
37758,20,Never,Asexual,Other,5,3,6,7,3,6,2,2,2,3,3
37759,34,Never,Hetero,Muslim,4,6,5,4,6,3,4,3,3,3,3
37760,15,Never,Hetero,Atheist,2,5,6,6,5,2,1,3,4,3,4
37761,17,Never,Hetero,Other,6,6,1,6,3,4,3,1,1,1,2
37762,56,Married,Hetero,Atheist,1,4,4,7,4,3,4,3,4,3,4
37763,30,Married,New Types,Muslim,6,6,5,3,5,3,5,1,1,2,1
37764,21,Never,Hetero,Muslim,5,7,7,7,4,6,3,2,3,4,3
37765,57,Previously,Hetero,Atheist,2,6,5,7,7,5,5,2,2,1,3
37766,14,Never,Bi,Atheist,1,5,6,6,5,7,1,4,3,3,4
37767,29,Never,New Types,Muslim,5,4,6,7,5,5,3,3,2,2,2
37768,30,Never,Bi,Muslim,5,7,5,6,7,5,4,2,1,2,3
37769,33,Never,Hetero,Muslim,2,6,4,5,5,2,5,2,1,2,1
37770,26,Never,New Types,Muslim,7,7,7,7,7,7,7,1,1,1,1
37771,41,Married,Hetero,Buddhist,5,6,3,4,6,4,5,2,2,2,1
37772,38,Never,Hetero,Muslim,1,1,7,7,6,7,5,1,3,4,4
37773,23,Never,Hetero,Muslim,5,5,7,7,7,7,1,4,3,4,4
37774,21,Never,Hetero,Muslim,4,6,5,7,6,4,4,1,1,1,2
37775,19,Never,Hetero,Agnostic,1,3,6,7,6,3,2,2,2,3,2
37776,19,Never,Hetero,Muslim,2,7,7,6,6,1,2,3,1,3,3
37777,19,Never,Hetero,Muslim,1,5,4,7,6,2,4,3,4,4,4
37778,25,Never,Asexual,Muslim,1,5,7,5,7,5,6,2,3,2,3
37779,16,Never,Hetero,Muslim,2,1,7,5,5,7,1,4,2,4,2
37780,25,Never,Hetero,Muslim,6,6,7,3,6,5,1,3,3,4,4
37781,18,Never,Homo,Muslim,2,4,6,4,7,7,1,4,4,1,2
37782,17,Never,Hetero,Muslim,4,4,7,6,6,7,2,4,2,2,4
37783,19,Never,Hetero,Muslim,4,7,7,6,7,3,5,4,2,2,2
37784,23,Never,New Types,Muslim,1,7,7,1,7,1,5,3,3,3,4
37785,24,Never,Hetero,Muslim,6,3,5,5,7,3,5,2,1,2,2
37786,20,Never,Hetero,Muslim,6,5,4,5,6,5,4,3,3,4,3
37787,23,Never,Hetero,Muslim,1,5,7,7,6,2,1,4,2,2,4
37788,44,Married,Hetero,Muslim,6,7,5,6,5,5,6,2,1,2,1
37789,21,Never,Hetero,Muslim,1,7,1,7,4,6,1,4,4,4,4
37790,22,Never,Bi,Muslim,4,5,6,5,6,3,4,4,4,3,3
37791,22,Never,Hetero,Muslim,3,3,6,5,5,7,4,3,2,2,4
37792,21,Never,Hetero,Agnostic,1,5,7,6,6,5,1,4,3,4,3
37793,28,Never,Hetero,Muslim,1,5,5,6,5,6,5,2,1,2,2
37794,20,Never,Hetero,Muslim,5,7,7,7,7,7,7,4,2,2,4
37795,21,Never,Hetero,Hindu,3,4,6,5,7,7,2,3,1,1,2
37796,20,Never,New Types,Muslim,6,1,5,5,6,6,3,3,2,2,2
37797,23,Never,New Types,Muslim,4,7,7,6,7,7,7,3,3,2,2
37798,24,Never,Hetero,Muslim,2,6,6,7,6,3,5,3,3,3,3
37799,19,Never,Hetero,Muslim,5,3,6,2,4,5,4,3,4,2,2
37800,21,Never,New Types,Muslim,3,1,4,4,1,1,2,2,4,3,4
37801,25,Never,New Types,Muslim,6,4,7,5,1,5,1,4,3,3,4
37802,21,Never,New Types,Muslim,2,6,6,5,5,5,6,3,3,3,3
37803,20,Never,Hetero,Muslim,6,2,7,3,6,7,2,4,2,4,4
37804,20,Never,New Types,Muslim,5,5,6,5,6,5,3,4,4,3,2
37805,22,Never,New Types,Muslim,4,3,6,3,3,5,4,2,3,3,4
37806,16,Never,Hetero,Muslim,6,1,7,4,4,6,2,4,3,3,4
37807,20,Never,Homo,Muslim,5,7,6,6,6,5,3,4,4,2,4
37808,21,Never,Hetero,Hindu,6,6,1,4,5,2,6,1,1,1,1
37809,19,Never,Hetero,Muslim,3,4,4,5,4,4,3,2,2,2,2
37810,20,Never,Hetero,Hindu,2,6,6,4,7,6,1,3,3,3,4
37811,22,Never,New Types,Muslim,4,5,6,5,6,5,4,4,4,4,4
37812,22,Never,Hetero,Muslim,5,6,7,4,3,5,5,3,1,3,1
37813,22,Never,Hetero,Muslim,3,5,5,4,6,5,4,2,2,2,3
37814,23,Never,Hetero,Muslim,4,5,6,5,4,5,3,1,3,3,4
37815,19,Never,Hetero,Muslim,1,7,7,7,6,3,1,4,3,3,4
37816,30,Married,Hetero,Muslim,5,1,6,5,7,7,5,3,1,1,1
37817,21,Never,New Types,Muslim,5,5,6,7,7,7,3,4,2,3,3
37818,21,Never,Homo,Muslim,5,6,7,7,4,4,1,4,2,2,4
37819,28,Never,Hetero,Muslim,2,6,2,7,7,3,4,3,2,2,4
37820,19,Never,Hetero,Christian,2,6,5,7,6,5,4,3,2,1,3
37821,20,Never,Hetero,Buddhist,4,7,7,4,7,1,2,4,3,4,3
37822,17,Never,New Types,Muslim,1,1,3,3,3,3,3,4,4,4,4
37823,18,Never,New Types,Muslim,3,1,6,7,6,1,5,4,1,3,3
37824,18,Never,Bi,Muslim,5,5,4,5,7,4,6,2,1,1,2
37825,19,Never,Homo,Christian Other,3,5,7,7,7,2,2,3,2,2,2
37826,21,Never,Bi,Muslim,3,5,7,7,4,4,1,4,2,2,4
37827,23,Never,Hetero,Muslim,6,6,4,4,5,5,5,2,2,2,2
37828,20,Never,Hetero,Atheist,6,7,1,5,6,2,7,1,1,2,1
37829,19,Never,Hetero,Protestant,4,3,5,5,6,7,2,4,3,3,4
37830,21,Never,New Types,Muslim,4,5,4,4,6,6,4,2,2,4,2
37831,22,Never,Hetero,Muslim,2,2,7,7,5,7,2,4,3,2,3
37832,19,Never,Hetero,Muslim,6,4,6,4,6,5,4,4,3,3,4
37833,17,Never,Hetero,Muslim,1,5,6,6,7,5,6,3,1,2,2
37834,17,Never,Hetero,Christian Other,4,4,7,6,7,5,2,3,4,2,3
37835,22,Never,Hetero,Muslim,2,3,6,6,6,4,1,3,3,2,4
